debtor_id,debt_amount,days_since_last_contact,prior_contact_attempts,partial_payment_history,true_p_email,true_p_sms,true_p_post,responded_email,responded_sms,responded_post,age_18-25,age_26-35,age_36-50,age_51-65,age_65+,tod_afternoon,tod_evening,tod_morning,tod_night,dow_fri,dow_mon,dow_sat,dow_sun,dow_thu,dow_tue,dow_wed,is_weekend_contact,log_debt_amount,contact_intensity
D100206,118.18,89,2,0,0.4130910949586361,0.3237476255293842,0.1562649422624956,0,0,0,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,1,4.780634955318833,0.022222222222222223
D103082,152.17,89,5,0,0.2485655329335744,0.3989568032097122,0.4984979871290771,0,0,0,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,1,5.031548415676463,0.05555555555555555
D102032,46.73,89,1,1,0.5704586051599903,0.9695126470596274,0.5491356427640312,0,1,1,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,0,3.865560131017805,0.011111111111111112
D103131,76.43,89,7,0,0.5718735303790056,0.5286303916735782,0.3902671937259888,1,1,0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,0,4.349374302398632,0.07777777777777778
D103068,405.21,89,5,0,0.2067605408713122,0.5868898505193356,0.4426765323052394,1,1,0,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,1,6.00687026725783,0.05555555555555555
D102147,437.06,89,1,0,0.8312237263600013,0.286783641685961,0.3147695247188106,1,1,0,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,0,6.08235588729605,0.011111111111111112
D102122,334.29,89,1,0,0.1387684530363553,0.2487859727164748,0.1143480404117069,0,1,0,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,0,5.814995828989263,0.011111111111111112
D101234,158.19,89,0,0,0.112931084971503,0.5840184137241198,0.1288954387711501,0,1,0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,0,5.0700984573670445,0.0
D102231,900.49,89,4,0,0.0283260043613212,0.1550054047604664,0.673624862285283,0,1,0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,0,6.804048949958443,0.044444444444444446
D102974,500.55,89,2,0,0.3308236049423934,0.3215720604123435,0.3422896640744805,0,0,0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,0,6.217703303329494,0.022222222222222223
D102926,350.61,89,2,0,0.1918517857772164,0.2243799068251052,0.6005236398204149,0,0,0,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,1,5.862522606817267,0.022222222222222223
D102964,204.17,89,1,1,0.2911289915693513,0.1681377948939043,0.3915475213641098,1,0,0,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,1,5.323838903778114,0.011111111111111112
D102249,177.86,89,1,1,0.7377017778668363,0.8788951051467826,0.5148275731158769,0,1,1,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,1,5.186603376918035,0.011111111111111112
D101911,332.79,89,4,1,0.1614295913979528,0.1654170501406693,0.253582053023522,0,0,0,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,1,5.810512052720266,0.044444444444444446
D100396,246.96,89,1,1,0.4749037169474901,0.3170105738811402,0.8027629923152417,0,0,1,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,0,5.513267442833719,0.011111111111111112
D103261,1226.17,89,1,0,0.6108613444055013,0.5512820746179696,0.2831699049743951,0,1,0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,0,7.112465984421096,0.011111111111111112
D100281,1651.61,89,1,1,0.35606172821703,0.2196035952645754,0.2513931065437277,1,0,0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,0,7.4101111353198155,0.011111111111111112
D103282,152.01,89,3,0,0.3802202596840524,0.0639936830354348,0.3855417045186357,0,0,0,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,1,5.030503278733722,0.03333333333333333
D101079,313.59,89,1,0,0.2705751614961726,0.2387588010583919,0.0798913002605336,0,0,0,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,0,5.751270203723556,0.011111111111111112
D102246,1196.48,88,2,1,0.3976917095325834,0.5774824337817885,0.5979640052322415,0,1,0,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,1,7.087974627684222,0.02247191011235955
D102877,90.5,88,3,0,0.4562808650424666,0.7538814009110371,0.1245474135546446,0,1,0,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,0,4.516338972281476,0.033707865168539325
D100178,117.16,88,5,0,0.7097220159188304,0.1458294891688287,0.1638481601164406,0,0,0,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,0,4.7720396382231245,0.056179775280898875
D102460,104.8,88,1,1,0.1615543093472731,0.6921556580674569,0.6241021281685907,0,0,1,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,0,4.661550519424199,0.011235955056179775
D103811,69.65,88,0,0,0.5662733538680159,0.6496411011330944,0.4304463677181178,1,0,0,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,0,4.257738109130536,0.0
D102538,1053.35,88,3,0,0.154443525137402,0.6741122609973089,0.4811951638619843,0,1,0,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,1,6.960679742290024,0.033707865168539325
D103764,621.71,88,5,1,0.253817689785397,0.2516921742128147,0.3399627897451168,1,1,1,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,1,6.434080920846939,0.056179775280898875
D103761,1683.24,88,1,1,0.4594882308510032,0.8798643887808048,0.3001846964150516,1,0,0,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,0,7.4290697024623,0.011235955056179775
D101331,207.05,88,4,1,0.8255225533746677,0.1831178302661216,0.3233610243116276,1,0,0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,0,5.33777843542895,0.0449438202247191
D102509,215.24,88,2,0,0.5487858104103893,0.3238483850517925,0.7866970413151971,1,0,0,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,0,5.376388901968192,0.02247191011235955
D102354,183.13,88,0,0,0.4077847299320326,0.3186446899639552,0.2893002697897816,0,1,0,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,0,5.215642029879128,0.0
D103741,44.9,88,3,1,0.6156304099459402,0.6056193608606546,0.5964144811109947,1,1,1,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,0,3.8264651170664994,0.033707865168539325
D102754,21.42,88,2,0,0.8396833463127528,0.1506440286012423,0.1463668720250601,1,0,1,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,1,3.109953417644014,0.02247191011235955
D101548,46.04,88,3,0,0.2702350138178007,0.2956305674782168,0.5798790882319133,1,0,1,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,0,3.8509983035903717,0.033707865168539325
D102317,187.14,88,2,1,0.2483247850373745,0.3168414214290829,0.4907965911574438,0,0,0,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,1,5.237186366543805,0.02247191011235955
D102738,120.58,88,3,1,0.3519210877217082,0.5740981132310761,0.6565885916912424,0,1,0,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,0,4.800572482320576,0.033707865168539325
D100696,220.5,88,3,0,0.5560006645807772,0.0525617330442312,0.2243204814584791,0,0,1,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,0,5.40042258948519,0.033707865168539325
D103488,409.6,88,3,0,0.7314309478118244,0.2089267853233365,0.2632360470418076,1,1,0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,0,6.017619504584833,0.033707865168539325
D100330,227.95,88,2,0,0.8671234983973327,0.1489600040521277,0.143506466188497,1,0,0,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,1,5.433503639103105,0.02247191011235955
D100199,771.88,88,2,0,0.7571237543340957,0.0962511578071865,0.6140968320186347,1,0,1,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,0,6.650123797209254,0.02247191011235955
D103290,98.41,88,1,0,0.6847831099552404,0.2330469758004567,0.3425394683495192,0,0,0,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,0,4.599252712224054,0.011235955056179775
D100376,169.13,88,0,0,0.5120231401266123,0.3509408737399128,0.5189957678005372,0,0,1,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,1,5.136562850694046,0.0
D103201,405.51,88,1,0,0.6425355626944512,0.6623786951561624,0.3024477883598405,0,1,0,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,0,6.007608528931287,0.011235955056179775
D100424,968.46,88,3,0,0.709173095708465,0.4424373397342194,0.589432469005053,0,0,1,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,0,6.8767392154509475,0.033707865168539325
D101718,351.46,88,2,0,0.4657910444060836,0.1806040863389998,0.4955502072502485,1,0,1,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,0,5.864937140636223,0.02247191011235955
D101998,256.56,88,0,0,0.7502619772334682,0.1980266212882179,0.4955624107534356,1,0,0,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,1,5.5512527026699825,0.0
D102163,73.78,88,2,1,0.7087244648955984,0.6821657872512594,0.1221291717789587,1,1,0,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,1,4.314550469548967,0.02247191011235955
D102017,103.4,88,4,0,0.1084064417040293,0.2357013614592714,0.4084015795945642,0,0,1,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,0,4.648229675448539,0.0449438202247191
D103002,431.55,88,2,1,0.5643062472725298,0.3336216076409715,0.2118557132392905,0,1,0,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,1,6.069697926626383,0.02247191011235955
D102167,23.73,88,6,0,0.5653350802807654,0.5294357304398108,0.1178135106983854,1,0,0,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,0,3.208017081533325,0.06741573033707865
D102042,31.63,88,0,0,0.5776628798178388,0.0995351590277634,0.846409113114291,1,0,1,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,0,3.4852321106052293,0.0
D102086,102.56,88,2,0,0.3614022907097639,0.8089606161801484,0.3123571616498111,0,1,1,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,0,4.640151154883337,0.02247191011235955
D103056,908.69,88,1,0,0.2611315594930249,0.501923359677521,0.5371579004483581,0,1,0,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,0,6.813103882132662,0.011235955056179775
D101003,383.91,88,2,0,0.5755323884277627,0.769096701647561,0.3249932853253344,1,1,0,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,1,5.953009540726433,0.02247191011235955
D102229,37.48,88,1,0,0.5966579290194166,0.5550049651457681,0.2894594910985678,1,0,1,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,0,3.6501386257975055,0.011235955056179775
D101141,612.5,88,1,0,0.3756095026560579,0.212598765665568,0.5384987491517982,0,0,0,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,0,6.419180264150966,0.011235955056179775
D103958,210.83,88,2,0,0.1501536095383929,0.5074982104232871,0.4517082558764444,0,1,1,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,0,5.355784066196366,0.02247191011235955
D100090,136.37,88,1,0,0.3281308886154327,0.5783259660142187,0.3694660729680495,0,1,0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,0,4.922678015337114,0.011235955056179775
D103239,407.39,88,3,1,0.4991881831422244,0.1442755906803443,0.0650766330694732,0,0,0,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,1,6.012222600192492,0.033707865168539325
D101101,321.13,88,3,0,0.6854857582020601,0.6523237928577285,0.0891070560811079,1,1,0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,0,5.774955190776784,0.033707865168539325
D103308,59.89,88,1,0,0.6420150680657547,0.4688930563761833,0.5616323894431529,1,0,1,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,0,4.109068957620483,0.011235955056179775
D100593,650.05,88,1,1,0.1030854718758263,0.0799232983592837,0.5057376494741889,0,0,0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,0,6.478586444174737,0.011235955056179775
D100268,353.87,88,3,0,0.5113779310619547,0.8095574149682886,0.2017753098453634,1,1,0,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,0,5.871751525225755,0.033707865168539325
D100988,425.46,88,4,1,0.7426507005589861,0.8696868089435268,0.2011741313743188,1,1,0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,0,6.055518575898088,0.0449438202247191
D100527,524.84,88,3,0,0.7996703761665392,0.1938443268447957,0.6141371719995682,1,1,1,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,0,6.264996983955321,0.033707865168539325
D103013,68.01,88,5,0,0.7838508635279059,0.7947292823858918,0.302035681629397,1,1,1,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,0,4.234251421632511,0.056179775280898875
D100643,132.98,87,0,0,0.2632131218232746,0.2952031881469502,0.2484318574144281,1,0,0,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,0,4.897690535080121,0.0
D101793,685.49,87,1,0,0.3266750719641072,0.0990827430948985,0.4086497145203173,0,0,0,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,0,6.531591658459543,0.011363636363636364
D100415,271.73,87,0,0,0.3296775676323178,0.1591814830398771,0.0403067464331458,1,0,0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,0,5.608482294801877,0.0
D100341,915.16,87,5,0,0.1799472020562037,0.2203492298211316,0.4764549306663549,1,0,0,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,0,6.82019102190975,0.056818181818181816
D101086,359.92,87,3,0,0.2951009542438559,0.8284260629453494,0.0490924237558232,1,1,0,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,1,5.8886563271263,0.03409090909090909
D102560,2525.5,87,3,1,0.5204165729591146,0.5308374196513691,0.2939492730430574,1,0,0,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,0,7.834590224731963,0.03409090909090909
D103997,476.86,87,1,1,0.8590882334141218,0.8969066366871943,0.2740764289758342,1,1,0,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,0,6.169317802562385,0.011363636363636364
D102574,179.94,87,0,0,0.778339096002119,0.1925676668494503,0.8077561752410252,1,0,0,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,0,5.198165484597595,0.0
D101402,101.07,87,0,0,0.6015569843961314,0.1730608826552079,0.4513505413915481,1,0,0,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,0,4.625658852415407,0.0
D100700,87.69,87,3,0,0.4831207463945884,0.3536276127530542,0.3476893845256347,1,0,1,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,0,4.485147143388361,0.03409090909090909
D102766,1470.66,87,1,0,0.2074180597212275,0.1327408578032979,0.2502256222940607,0,0,1,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,0,7.294146294348365,0.011363636363636364
D100882,51.78,87,3,1,0.6579768922414001,0.387456737668801,0.6843789799032302,0,1,1,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,1,3.966132331075178,0.03409090909090909
D103915,1021.15,87,2,1,0.2782789776248724,0.5993345662762791,0.183736896048543,0,1,0,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,0,6.929663531031017,0.022727272727272728
D100054,389.67,87,2,0,0.5134792234452853,0.2313369277392938,0.8379228959490802,0,1,1,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,0,5.967863213855655,0.022727272727272728
D102543,325.06,87,2,0,0.3588117945941396,0.2658264753703527,0.2099326351558416,0,1,0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,0,5.787081413511508,0.022727272727272728
D101495,245.79,87,4,1,0.7576889166396426,0.7955252681313574,0.2259109377633718,0,1,0,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,0,5.508537772571756,0.045454545454545456
D101339,632.12,87,4,0,0.2753301719336224,0.596210697537297,0.2066270019263688,1,0,0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,0,6.450659977637114,0.045454545454545456
D102492,648.95,87,1,0,0.2721873812973245,0.7616272553123741,0.2687580003272335,0,1,0,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,1,6.476895436854028,0.011363636363636364
D100862,292.95,87,3,1,0.6395171388008256,0.2597281993249835,0.1088841056709736,1,0,0,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,0,5.683409684848264,0.03409090909090909
D102715,348.36,87,0,0,0.3369186877000216,0.623602255070413,0.1057644608303282,0,0,0,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,0,5.856102909177306,0.0
D102444,1577.12,87,5,0,0.0202647165271423,0.4269325127969502,0.2931961345915413,0,1,0,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,0,7.363989544141874,0.056818181818181816
D101703,131.24,87,3,1,0.6306597378856958,0.7961366336797767,0.1949729146920842,1,1,0,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,0,4.884618453512769,0.03409090909090909
D100436,147.78,87,0,0,0.8201368664758195,0.2272210850686001,0.1413349940173728,1,0,0,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,0,5.002468704763196,0.0
D101995,276.41,87,1,1,0.9045430892379752,0.429263835889684,0.5781803228570668,1,0,0,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,0,5.625496556257657,0.011363636363636364
D101825,254.21,87,1,0,0.458022769224748,0.6215862566806993,0.5485580091903326,0,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,0,5.542086735655903,0.011363636363636364
D101766,182.12,87,2,1,0.7857134551799562,0.664780441913889,0.579353297066739,1,0,1,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,0,5.210141675644311,0.022727272727272728
D103425,1444.63,87,0,1,0.5692507137295229,0.0565755308432487,0.5592187270921406,1,0,1,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,1,7.2763004916913525,0.0
D103328,1096.58,87,2,0,0.4468220544838721,0.2777543812650869,0.1791039866947668,1,0,0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,0,7.000863035231262,0.022727272727272728
D103991,1532.87,87,2,0,0.5297282667287804,0.7996234227303892,0.2139792830740413,1,1,0,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,0,7.335549232573364,0.022727272727272728
D101771,525.69,87,4,1,0.0535332428198596,0.296035886821032,0.4591493619913895,0,1,0,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,0,6.266612140168987,0.045454545454545456
D100606,265.65,87,1,1,0.7451503802579784,0.1698342956018806,0.6432882713623314,1,0,0,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,0,5.585936937046611,0.011363636363636364
D103696,150.21,87,6,1,0.4766824399946806,0.2066494314301721,0.3644050744745268,0,0,0,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,0,5.0186695991245776,0.06818181818181818
D102635,631.84,87,3,0,0.5472771856102601,0.2558772876702559,0.2392981488773848,1,0,1,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,0,6.450217625580863,0.03409090909090909
D101520,605.32,87,0,0,0.4710487751724546,0.2555014854990595,0.1348840309597928,1,0,0,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,0,6.407407899503774,0.0
D100841,50.72,87,4,1,0.8891895082551758,0.7979571816545034,0.2170113293263736,1,1,0,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,0,3.945844553903657,0.045454545454545456
D100107,221.02,87,3,0,0.3944112754554488,0.1648382017623135,0.2669429184305412,1,0,0,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,1,5.402767467904501,0.03409090909090909
D102747,843.38,87,1,1,0.2064475481973238,0.5658158382600159,0.6891155729067006,0,1,0,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,0,6.738602630236532,0.011363636363636364
D102768,216.24,87,0,1,0.7967344193695032,0.1874625869948566,0.930045948925263,1,0,1,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,0,5.381002733166644,0.0
D100703,1468.34,87,2,1,0.5835861547253499,0.2464833684495171,0.6108528916681981,1,0,0,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,1,7.292568599359429,0.022727272727272728
D100883,20.0,87,3,0,0.7629113317885934,0.3182804229623118,0.4363229308669202,1,0,1,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,1,3.044522437723423,0.03409090909090909
D102725,73.52,87,2,1,0.822151127171145,0.1687794852239275,0.7442986299481725,1,0,1,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,0,4.311067545733388,0.022727272727272728
D102793,1166.22,87,3,0,0.2505093642920714,0.2309576733171849,0.1153791006556913,0,0,0,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,0,7.062380132085762,0.03409090909090909
D100168,23.31,87,4,0,0.8571676061060268,0.7178315005707732,0.1947370593582184,0,1,0,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,0,3.1908877883280318,0.045454545454545456
D100131,209.27,87,0,0,0.7894351444890852,0.1309447217077273,0.7096526582241923,1,0,1,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,0,5.348392419180343,0.0
D103647,283.28,87,1,0,0.4162492234921252,0.5813936298000288,0.3577847785151093,0,0,0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,0,5.6499596679586945,0.011363636363636364
D100219,186.07,87,3,1,0.3613581767543281,0.6823268770672812,0.3165982605665646,0,1,1,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,1,5.231482878360813,0.03409090909090909
D102103,461.33,87,0,0,0.3540576590310989,0.1379187884110611,0.2033841638439159,0,0,1,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,1,6.1362789218153955,0.0
D102237,163.02,87,0,0,0.9154520566401636,0.6472902448895854,0.5117112817043422,1,0,1,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,1,5.099988371608265,0.0
D101626,337.45,87,2,1,0.9481717445055026,0.5206828032597445,0.2653427239053517,1,0,0,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,0,5.824376370954616,0.022727272727272728
D102208,75.02,87,3,0,0.5681290670328143,0.4282179015394224,0.0284650423957977,0,0,0,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,0,4.330996463561102,0.03409090909090909
D103723,46.52,87,1,0,0.7069614964427288,0.3134299435775982,0.523107351289722,1,0,0,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,1,3.8611506750543896,0.011363636363636364
D100146,409.48,87,4,0,0.8085183216106562,0.1668236057500819,0.1726807484697637,1,0,0,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,0,6.017327206633709,0.045454545454545456
D103059,80.03,87,0,0,0.13350565871352,0.6466796132011696,0.7732760395402907,0,0,1,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,0,4.394819456472634,0.0
D100569,153.71,87,2,1,0.5259690804750918,0.592501660292431,0.4120928658905312,1,0,1,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,1,5.041552396730977,0.022727272727272728
D102773,62.39,86,2,1,0.428945435239347,0.8542845186965659,0.7709250701752445,1,1,1,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,0,4.149306120296075,0.022988505747126436
D102275,173.64,86,3,0,0.3193906029623817,0.5785414567796541,0.1128540549352612,0,1,0,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,0,5.162726712241688,0.034482758620689655
